Unnamed: 0;Место;Пилот;Команда;Отставание/Сход;gp_ind
913;2;1;15;+1.1;41
914;3;13;30;+2.3;41
915;4;124;37;+23.1;41
916;5;52;39;+26.9;41
917;6;144;30;+47.1;41
918;7;117;16;+1 круг;41
919;8;133;38;+1 круг;41
920;9;12;48;+1 круг;41
921;10;23;43;+1 круг;41
922;11;103;31;+2 круга;41
923;12;98;16;+2 круга;41
924;13;122;24;+2 круга;41
925;14;53;24;+2 круга;41
926;15;4;27;+3 круга;41
927;16;61;20;+3 круга;41
928;17;48;20;+4 круга;41
929;18;66;48;DNF;41
930;НК;85;38;DNF;41
931;НК;3;43;DNF;41
932;НК;68;15;DNF;41
933;НК;151;31;DNF;41
934;НК;36;27;DNF;41
935;1;13;30;Победитель;42
936;2;128;37;+2.7;42
937;3;124;37;+13.8;42
938;4;151;31;+14.2;42
939;5;85;38;+20.3;42
940;6;68;15;+33.2;42
941;7;52;39;+33.2;42
942;8;3;43;+35.9;42
943;9;12;48;+45.1;42
944;10;23;43;+47.0;42
945;11;103;31;+50.4;42
946;12;102;39;+63.6;42
947;13;61;20;+1 круг;42
948;14;4;27;+1 круг;42
949;15;36;27;+1 круг;42
950;16;122;24;+1 круг;42
951;17;48;20;+1 круг;42
952;18;98;16;+3 круга;42
953;НК;66;48;DNF;42
954;НК;133;38;DNF;42
955;НК;117;16;DNF;42
956;НК;1;15;DNF;42
957;НК;53;24;DNF;42
958;НК;144;30;DNF;42
959;1;128;37;Победитель;43
960;2;1;15;+10.8;43
961;3;124;37;+27.2;43
962;4;144;30;+46.1;43
963;5;68;15;+51.7;43
964;6;13;30;+60.0;43
965;7;103;31;+98.0;43
966;8;3;43;+1 круг;43
967;9;117;16;+1 круг;43
968;10;133;38;+1 круг;43
969;11;83;39;+1 круг;43
970;12;12;48;+1 круг;43
971;13;23;43;+1 круг;43
972;14;98;16;+1 круг;43
973;15;85;38;+1 круг;43
974;16;52;39;+1 круг;43
975;17;151;31;+1 круг;43
976;18;66;48;+1 круг;43
977;19;53;24;+2 круга;43
978;20;122;24;+2 круга;43
979;21;36;27;+2 круга;43
980;22;4;27;+2 круга;43
981;23;61;20;+3 круга;43
982;24;48;20;+3 круга;43
983;1;1;15;Победитель;44
984;2;128;37;+16.5;44
985;3;124;37;+16.9;44
986;4;144;30;+28.9;44
987;5;68;15;+29.0;44
988;6;103;31;+60.6;44
989;7;83;39;+65.5;44
990;8;133;38;+75.5;44
991;9;151;31;+77.9;44
992;10;3;43;+79.1;44
993;11;117;16;+79.7;44
994;12;85;38;+80.6;44
995;13;12;48;+1 круг;44
996;14;66;48;+1 круг;44
997;15;98;16;+1 круг;44
998;16;36;27;+2 круга;44
999;17;4;27;+2 круга;44
1000;18;61;20;+2 круга;44
1001;19;99;20;+3 круга;44
1002;НК;13;30;DNF;44
1003;НК;23;43;DNF;44
1004;НК;52;39;DNF;44
1005;НК;122;24;DNF;44
1006;НК;53;24;DNF;44
1007;1;144;30;Победитель;45
1008;2;1;15;+3.9;45
1009;3;124;37;+9.7;45
1010;4;128;37;+47.9;45
1011;5;68;15;+52.2;45
1012;6;117;16;+86.2;45
1013;7;103;31;+1 круг;45
1014;8;151;31;+1 круг;45
1015;9;52;39;+1 круг;45
1016;10;85;38;+1 круг;45
1017;11;83;39;+1 круг;45
1018;12;3;43;+1 круг;45
1019;13;98;16;+1 круг;45
1020;14;66;48;+1 круг;45
1021;15;23;43;+1 круг;45
1022;16;53;24;+2 круга;45
1023;17;36;27;+3 круга;45
1024;18;4;27;+3 круга;45
1025;19;99;20;+3 круга;45
1026;20;147;24;+4 круга;45
1027;НК;61;20;DNF;45
1028;НК;13;30;DNF;45
1029;НК;12;48;DNF;45
1030;НК;133;38;DNF;45
1031;1;13;30;Победитель;46
1032;2;128;37;+3.5;46
1033;3;1;15;+19.8;46
1034;4;144;30;+48.3;46
1035;5;124;37;+49.7;46
1036;6;68;15;+83.1;46
1037;7;98;16;+1 круг;46
1038;8;23;43;+1 круг;46
1039;9;103;31;+1 круг;46
1040;10;3;43;+1 круг;46
1041;11;52;39;+1 круг;46
1042;12;85;38;+1 круг;46
1043;13;12;48;+2 круга;46
1044;14;117;16;+2 круга;46
1045;15;83;39;+2 круга;46
1046;16;66;48;+2 круга;46
1047;17;36;27;+4 круга;46
1048;18;99;20;+4 круга;46
1049;19;4;27;+5 кругов;46
1050;20;61;20;+5 кругов;46
1051;НК;53;24;DNF;46
1052;НК;151;31;DNF;46
1053;НК;133;38;DNF;46
1054;НК;122;24;DNF;46
1055;1;128;37;Победитель;47
1056;2;124;37;+3.7;47
1057;3;13;30;+9.6;47
1058;4;1;15;+13.0;47
1059;5;151;31;+47.4;47
1060;6;103;31;+48.6;47
1061;7;117;16;+59.7;47
1062;8;68;15;+66.0;47
1063;9;85;38;+71.9;47
1064;10;66;48;+77.6;47
1065;11;98;16;+83.9;47
1066;12;52;39;+91.9;47
1067;13;109;38;+92.9;47
1068;14;122;24;+1 круг;47
1069;15;53;24;+1 круг;47
1070;16;12;48;+1 круг;47
1071;17;4;27;+1 круг;47
1072;18;36;27;+1 круг;47
1073;19;61;20;+1 круг;47
1074;НК;83;39;DNF;47
1075;НК;99;20;DNF;47
1076;НК;144;30;DNF;47
1077;НК;23;43;DNF;47
1078;НК;3;43;DNF;47
1079;1;128;37;Победитель;48
1080;2;13;30;+9.5;48
1081;3;1;15;+16.9;48
1082;4;144;30;+17.4;48
1083;5;151;31;+32.6;48
1084;6;68;15;+42.9;48
1085;7;3;43;+1 круг;48
1086;8;98;16;+1 круг;48
1087;9;109;38;+1 круг;48
1088;10;23;43;+1 круг;48
1089;11;66;48;+1 круг;48
1090;12;12;48;+1 круг;48
1091;13;53;24;+2 круга;48
1092;14;122;24;+2 круга;48
1093;15;36;27;+2 круга;48
1094;НК;99;20;+14 кругов;48
1095;НК;83;39;DNF;48
1096;НК;52;39;DNF;48
1097;НК;117;16;DNF;48
1098;НК;124;37;DNF;48
1099;НК;4;27;DNF;48
1100;НК;85;38;DNF;48
1101;НК;103;31;DNF;48
1102;НК;61;20;DNF;48
1103;1;128;37;Победитель;49
1104;2;13;30;+1.7;49
1105;3;124;37;+29.2;49
1106;4;1;15;+55.4;49
1107;5;144;30;+67.7;49
1108;6;98;16;+111.0;49
1109;7;103;31;+1 круг;49
1110;8;117;16;+1 круг;49
1111;9;68;15;+1 круг;49
1112;10;83;39;+1 круг;49
1113;11;66;48;+1 круг;49
1114;12;23;43;+1 круг;49
1115;13;12;48;+1 круг;49
1116;14;52;39;+2 круга;49
1117;15;109;38;+2 круга;49
1118;16;53;24;+2 круга;49
1119;17;85;38;+2 круга;49
1120;18;4;27;+2 круга;49
1121;19;99;20;+4 круга;49
1122;20;61;20;+4 круга;49
1123;21;3;43;DNF;49
1124;НК;122;24;DNF;49
1125;НК;151;31;DNF;49
1126;НК;36;27;DNF;49
1127;1;13;30;Победитель;50
1128;2;1;15;+1.1;50
1129;3;128;37;+2.0;50
1130;4;124;37;+8.0;50
1131;5;144;30;+24.2;50
1132;6;151;31;+27.1;50
1133;7;68;15;+28.2;50
1134;8;83;39;+39.3;50
1135;9;85;38;+42.6;50
1136;10;103;31;+44.3;50
1137;11;117;16;+54.4;50
1138;12;98;16;+62.3;50
1139;13;52;39;+63.7;50
1140;14;66;48;+64.1;50
1141;15;3;43;+66.6;50
1142;16;109;38;+72.6;50
1143;17;12;48;+74.1;50
1144;18;53;24;+87.8;50
1145;19;122;24;+96.1;50
1146;20;36;27;+2 круга;50
1147;21;4;27;+2 круга;50
1148;22;99;20;+2 круга;50
1149;23;61;20;+3 круга;50
1150;НК;23;43;DNF;50
1151;1;128;37;Победитель;51
1152;2;144;30;+12.0;51
1153;3;124;37;+12.4;51
1154;4;13;30;+14.6;51
1155;5;1;15;+15.6;51
1156;6;68;15;+25.1;51
1157;7;3;43;+49.5;51
1158;8;103;31;+54.0;51
1159;9;23;43;+62.7;51
1160;10;98;16;+68.6;51
1161;11;117;16;+71.2;51
1162;12;12;48;+93.0;51
1163;13;109;38;+1 круг;51
1164;14;53;24;+1 круг;51
1165;15;52;39;+1 круг;51
1166;16;83;39;+1 круг;51
1167;17;122;24;+1 круг;51
1168;18;36;27;+1 круг;51
1169;19;99;20;+1 круг;51
1170;20;4;27;+1 круг;51
1171;21;61;20;+3 круга;51
1172;НК;66;48;DNF;51
1173;НК;85;38;DNF;51
1174;НК;151;31;DNF;51
1175;1;128;37;Победитель;52
1176;2;13;30;+8.4;52
1177;3;1;15;+24.3;52
1178;4;124;37;+25.5;52
1179;5;151;31;+65.4;52
1180;6;103;31;+66.8;52
1181;7;144;30;+84.1;52
1182;8;3;43;+1 круг;52
1183;9;117;16;+1 круг;52
1184;10;83;39;+1 круг;52
1185;11;85;38;+1 круг;52
1186;12;109;38;+1 круг;52
1187;13;98;16;+1 круг;52
1188;14;53;24;+2 круга;52
1189;15;12;48;+2 круга;52
1190;16;4;27;+3 круга;52
1191;17;48;20;+3 круга;52
1192;18;99;20;+3 круга;52
1193;19;122;24;+5 кругов;52
1194;НК;68;15;DNF;52
1195;НК;23;43;DNF;52
1196;НК;66;48;DNF;52
1197;НК;36;27;DNF;52
1198;НК;52;39;DNF;52
1199;1;144;30;Победитель;53
1200;2;1;15;+8.4;53
1201;3;13;30;+25.8;53
1202;4;124;37;+35.7;53
1203;5;68;15;+50.5;53
1204;6;103;31;+52.3;53
1205;7;151;31;+75.9;53
1206;8;117;16;+77.1;53
1207;9;98;16;+101.0;53
1208;10;52;39;+1 круг;53
1209;11;83;39;+1 круг;53
1210;12;12;48;+1 круг;53
1211;13;85;38;+1 круг;53
1212;14;66;48;+1 круг;53
1213;15;3;43;+1 круг;53
1214;16;109;38;+1 круг;53
1215;17;53;24;+1 круг;53
1216;18;122;24;+2 круга;53
1217;19;36;27;+2 круга;53
1218;20;61;20;+2 круга;53
1219;НК;99;20;DNF;53
1220;НК;23;43;DNF;53
1221;НК;4;27;DNF;53
1222;НК;128;37;DNF;53
1223;1;124;37;Победитель;54
1224;2;128;37;+16.9;54
1225;3;13;30;+27.6;54
1226;4;1;15;+35.0;54
1227;5;68;15;+66.7;54
1228;6;117;16;+1 круг;54
1229;7;103;31;+1 круг;54
1230;8;98;16;+1 круг;54
1231;9;52;39;+1 круг;54
1232;10;85;38;+1 круг;54
1233;11;3;43;+1 круг;54
1234;12;23;43;+1 круг;54
1235;13;83;39;+1 круг;54
1236;14;12;48;+1 круг;54
1237;15;151;31;+1 круг;54
1238;16;53;24;+2 круга;54
1239;17;109;38;+2 круга;54
1240;18;122;24;+2 круга;54
1241;19;4;27;+3 круга;54
1242;20;99;20;+3 круга;54
1243;НК;61;20;DNF;54
1244;НК;144;30;DNF;54
1245;НК;66;48;DNF;54
1246;НК;36;27;DNF;54
1247;1;13;30;Победитель;55
1248;2;128;37;+2.1;55
1249;3;144;30;+4.0;55
1250;4;124;37;+4.5;55
1251;5;1;15;+21.5;55
1252;6;52;39;+36.7;55
1253;7;93;24;+38.0;55
1254;8;83;39;+39.4;55
1255;9;99;43;+39.5;55
1256;10;98;16;+39.7;55
1257;11;27;43;+39.8;55
1258;12;103;31;+57.6;55
1259;13;66;48;DNF;55
1260;14;36;27;+1 круг;55
1261;15;87;27;DNF;55
1262;16;109;48;DNF;55
1263;НК;68;15;DNF;55
1264;НК;53;12;DNF;55
1265;НК;85;12;DNF;55
1266;НК;151;31;DNF;55
1267;НК;38;24;DNF;55
1268;НК;145;16;DNF;55
1269;1;1;15;Победитель;56
1270;2;83;39;+2.2;56
1271;3;144;30;+14.5;56
1272;4;124;37;+17.6;56
1273;5;93;24;+29.4;56
1274;6;109;48;+37.6;56
1275;7;98;16;+44.4;56
1276;8;27;43;+46.9;56
1277;9;145;16;+47.8;56
1278;10;151;31;+49.9;56
1279;11;128;37;+75.5;56
1280;12;99;43;+76.8;56
1281;13;103;31;+78.5;56
1282;14;13;30;+79.7;56
1283;15;68;15;+97.3;56
1284;16;85;12;+1 круг;56
1285;17;36;27;+1 круг;56
1286;18;53;12;+1 круг;56
1287;19;66;48;DNF;56
1288;20;87;27;+2 круга;56
1289;21;102;20;+2 круга;56
1290;22;48;20;+2 круга;56
1291;НК;52;39;DNF;56
1292;НК;38;24;DNF;56
1293;1;103;31;Победитель;57
1294;2;13;30;+20.6;57
1295;3;144;30;+26.0;57
1296;4;124;37;+27.9;57
1297;5;128;37;+30.4;57
1298;6;38;24;+31.4;57
1299;7;109;48;+34.5;57
1300;8;66;48;+35.6;57
1301;9;1;15;+37.2;57
1302;10;52;39;+38.7;57
1303;11;83;39;+41.0;57
1304;12;98;16;+42.2;57
1305;13;68;15;+42.7;57
1306;14;93;24;+50.5;57
1307;15;145;16;+51.2;57
1308;16;27;43;+51.7;57
1309;17;99;43;+63.1;57
1310;18;85;12;+1 круг;57
1311;19;36;27;+1 круг;57
1312;20;87;27;+1 круг;57
1313;21;102;20;+1 круг;57
1314;22;48;20;+2 круга;57
1315;23;53;12;+3 круга;57
1316;НК;151;31;DNF;57
1317;1;128;37;Победитель;58
1318;2;93;24;+3.3;58
1319;3;38;24;+10.1;58
1320;4;124;37;+38.7;58
1321;5;103;31;+55.4;58
1322;6;98;16;+57.5;58
1323;7;1;15;+57.8;58
1324;8;144;30;+58.9;58
1325;9;68;15;+64.9;58
1326;10;151;31;+71.4;58
1327;11;83;39;+72.7;58
1328;12;145;16;+76.5;58
1329;13;52;39;+90.3;58
1330;14;27;43;+93.7;58
1331;15;99;43;+1 круг;58
1332;16;85;12;+1 круг;58
1333;17;53;12;+1 круг;58
1334;18;13;30;DNF;58
1335;19;36;27;+2 круга;58
1336;20;102;20;+2 круга;58
1337;21;48;20;+2 круга;58
1338;22;109;48;DNF;58
1339;НК;66;48;DNF;58
1340;НК;87;27;DNF;58
1341;1;66;48;Победитель;59
1342;2;1;15;+3.1;59
1343;3;93;24;+3.8;59
1344;4;38;24;+14.7;59
1345;5;52;39;+64.6;59
1346;6;128;37;+67.5;59
1347;7;103;31;+77.9;59
1348;8;144;30;+78.1;59
1349;9;13;30;+85.2;59
1350;10;145;16;+1 круг;59
1351;11;124;37;+1 круг;59
1352;12;27;43;+1 круг;59
1353;13;99;43;+1 круг;59
1354;14;98;16;+1 круг;59
1355;15;68;15;+1 круг;59
1356;16;53;12;+1 круг;59
1357;17;85;12;+1 круг;59
1358;18;36;27;+2 круга;59
1359;19;102;20;+3 круга;59
1360;НК;83;39;DNF;59
1361;НК;87;27;DNF;59
1362;НК;48;20;DNF;59
1363;НК;109;48;DNF;59
1364;НК;151;31;DNF;59
1365;1;124;37;Победитель;60
1366;2;103;31;+0.6;60
1367;3;1;15;+0.9;60
1368;4;128;37;+1.3;60
1369;5;144;30;+4.1;60
1370;6;68;15;+6.1;60
1371;7;98;16;+41.5;60
1372;8;145;16;+42.5;60
1373;9;93;24;+44.0;60
1374;10;109;48;+44.5;60
1375;11;83;39;+1 круг;60
1376;12;27;43;+1 круг;60
1377;13;53;12;+1 круг;60
1378;14;36;27;+1 круг;60
1379;15;48;20;+2 круга;60
1380;16;13;30;DNF;60
1381;НК;99;43;DNF;60
1382;НК;87;27;DNF;60
1383;НК;151;31;DNF;60
1384;НК;85;12;DNF;60
1385;НК;52;39;DNF;60
1386;НК;38;24;DNF;60
1387;НК;102;20;DNF;60
1388;НК;66;48;DNF;60
1389;1;144;30;Победитель;61
1390;2;38;24;+2.5;61
1391;3;83;39;+5.2;61
1392;4;128;37;+7.2;61
1393;5;1;15;+13.4;61
1394;6;103;31;+13.8;61
1395;7;124;37;+15.0;61
1396;8;93;24;+15.5;61
1397;9;52;39;+24.4;61
1398;10;68;15;+25.2;61
1399;11;98;16;+37.6;61
1400;12;145;16;+46.2;61
1401;13;66;48;+47.0;61
1402;14;99;43;+64.4;61
1403;15;27;43;+1 круг;61
1404;16;13;30;+1 круг;61
1405;17;109;48;+1 круг;61
1406;18;53;12;+1 круг;61
1407;19;85;12;+1 круг;61
1408;20;87;27;+3 круга;61
1409;НК;36;27;DNF;61
1410;НК;151;31;DNF;61
1411;НК;102;20;DNF;61
1412;НК;48;20;DNF;61
1413;1;1;15;Победитель;62
1414;2;93;24;+6.4;62
1415;3;151;31;+12.6;62
1416;4;124;37;+13.6;62
1417;5;145;16;+19.9;62
1418;6;103;31;+21.1;62
1419;7;98;16;+22.8;62
1420;8;13;30;+24.6;62
1421;9;83;39;+27.7;62
1422;10;109;48;+35.9;62
1423;11;99;43;+37.0;62
1424;12;66;48;+54.6;62
1425;13;85;12;+75.8;62
1426;14;53;12;+94.6;62
1427;15;87;27;+96.5;62
1428;16;68;15;+1 круг;62
1429;17;102;20;+1 круг;62
1430;18;48;20;+1 круг;62
1431;19;144;30;DNF;62
1432;НК;38;24;DNF;62
1433;НК;128;37;DNF;62
1434;НК;52;39;DNF;62
1435;НК;27;43;DNF;62
1436;1;124;37;Победитель;63
1437;2;1;15;+3.0;63
1438;3;128;37;+4.8;63
1439;4;68;15;+9.5;63
1440;5;93;24;+10.3;63
1441;6;38;24;+17.1;63
1442;7;151;31;+29.1;63
1443;8;144;30;+36.4;63
1444;9;109;48;+43.3;63
1445;10;13;30;+44.4;63
1446;11;52;39;+45.3;63
1447;12;145;16;+47.8;63
1448;13;99;43;+51.2;63
1449;14;27;43;+53.3;63
1450;15;103;31;+57.3;63
1451;16;66;48;+1 круг;63
1452;17;53;12;+1 круг;63
1453;18;36;27;+1 круг;63
1454;19;87;27;+1 круг;63
1455;20;102;20;+2 круга;63
1456;21;48;20;+2 круга;63
1457;НК;83;39;DNF;63
1458;НК;98;16;DNF;63
1459;НК;85;12;Не стартовал;63
1460;1;1;15;Победитель;64
1461;2;13;30;+6.9;64
1462;3;93;24;+16.4;64
1463;4;52;39;+21.9;64
1464;5;128;37;+23.7;64
1465;6;83;39;+27.8;64
1466;7;151;31;+28.9;64
1467;8;124;37;+46.9;64
1468;9;145;16;+48.1;64
1469;10;103;31;+48.8;64
1470;11;98;16;+59.2;64
1471;12;68;15;+71.4;64
1472;13;99;43;+76.8;64
1473;14;27;43;+76.9;64
1474;15;66;48;+1 круг;64
1475;16;85;12;+1 круг;64
1476;17;109;48;+1 круг;64
1477;18;38;24;+1 круг;64
1478;19;53;12;+2 круга;64
1479;20;87;27;+2 круга;64
1480;21;102;20;+3 круга;64
1481;22;36;27;+3 круга;64
1482;23;48;20;+3 круга;64
1483;НК;144;30;DNF;64
1484;1;144;30;Победитель;65
1485;2;93;24;+1.0;65
1486;3;38;24;+10.5;65
1487;4;128;37;+11.6;65
1488;5;1;15;+26.6;65
1489;6;13;30;+30.2;65
1490;7;109;48;+33.8;65
1491;8;124;37;+34.4;65
1492;9;68;15;+38.3;65
1493;10;103;31;+51.2;65
1494;11;145;16;+57.2;65
1495;12;98;16;+62.8;65
1496;13;66;48;+63.6;65
1497;14;83;39;+64.4;65
1498;15;99;43;+1 круг;65
1499;16;27;43;+1 круг;65
1500;17;53;12;+1 круг;65
1501;18;52;39;DNF;65
1502;19;85;12;+2 круга;65
1503;20;87;27;+2 круга;65
1504;21;36;27;+3 круга;65
1505;22;102;20;+3 круга;65
1506;НК;48;20;DNF;65
1507;НК;151;31;DNF;65
1508;1;13;30;Победитель;66
1509;2;128;37;+13.6;66
1510;3;93;24;+25.3;66
1511;4;145;16;+27.8;66
1512;5;68;15;+29.8;66
1513;6;124;37;+31.2;66
1514;7;151;31;+53.3;66
1515;8;27;43;+58.8;66
1516;9;99;43;+62.9;66
1517;10;98;16;+63.7;66
1518;11;103;31;+65.1;66
1519;12;109;48;+71.5;66
1520;13;52;39;+1 круг;66
1521;14;85;12;+1 круг;66
1522;15;36;27;+1 круг;66
1523;16;87;27;+1 круг;66
1524;17;53;12;+1 круг;66
1525;18;102;20;+1 круг;66
1526;НК;48;20;DNF;66
1527;НК;66;48;DNF;66
1528;НК;83;39;DNF;66
1529;НК;1;15;DNF;66
1530;НК;144;30;DNF;66
1531;НК;38;24;DNF;66
1532;1;144;30;Победитель;67
1533;2;83;39;+4.3;67
1534;3;1;15;+20.5;67
1535;4;68;15;+29.6;67
1536;5;93;24;+30.8;67
1537;6;151;31;+31.2;67
1538;7;103;31;+33.5;67
1539;8;98;16;+41.0;67
1540;9;52;39;+43.8;67
1541;10;109;48;+48.1;67
1542;11;66;48;+48.6;67
1543;12;99;43;+50.3;67
1544;13;4;24;+75.8;67
1545;14;53;12;+1 круг;67
1546;15;85;12;+1 круг;67
1547;16;87;27;+1 круг;67
1548;17;36;27;+1 круг;67
1549;18;102;20;+1 круг;67
1550;19;48;20;+1 круг;67
1551;20;124;37;DNF;67
1552;21;145;16;DNF;67
1553;22;128;37;DNF;67
1554;НК;13;30;DNF;67
1555;НК;27;43;DNF;67
1556;1;128;37;Победитель;68
1557;2;13;30;+8.9;68
1558;3;1;15;+15.2;68
1559;4;98;16;+19.0;68
1560;5;103;31;+34.7;68
1561;6;93;24;+35.7;68
1562;7;38;24;+36.6;68
1563;8;68;15;+42.8;68
1564;9;99;43;+45.8;68
1565;10;83;39;+50.6;68
1566;11;124;37;+67.1;68
1567;12;36;27;+91.9;68
1568;13;52;39;+97.1;68
1569;14;145;16;+99.4;68
1570;15;53;12;+107.9;68
1571;16;87;27;+132.8 Шт;68
1572;17;102;20;+1 круг;68
1573;18;109;48;DNF;68
1574;19;85;12;+2 круга;68
1575;НК;27;43;DNF;68
1576;НК;151;31;DNF;68
1577;НК;66;48;DNF;68
1578;НК;48;20;DNF;68
1579;НК;144;30;DNF;68
1580;1;128;37;Победитель;69
1581;2;68;15;+20.6;69
1582;3;52;39;+24.5;69
1583;4;13;30;+25.0;69
1584;5;144;30;+46.4;69
1585;6;93;24;+50.4;69
1586;7;145;16;+51.1;69
1587;8;66;48;+52.3;69
1588;9;124;37;+54.6;69
1589;10;99;43;+66.9;69
1590;11;151;31;+67.7;69
1591;12;98;16;+83.4;69
1592;13;27;43;+88.6;69
1593;14;109;48;+88.7;69
1594;15;53;12;+1 круг;69
1595;16;36;27;+1 круг;69
1596;17;85;12;+1 круг;69
1597;18;102;20;+1 круг;69
1598;19;38;24;DNF;69
1599;НК;87;27;DNF;69
1600;НК;48;20;DNF;69
1601;НК;83;39;DNF;69
1602;НК;1;15;DNF;69
1603;НК;103;31;DNF;69
1604;1;128;37;Победитель;70
1605;2;124;37;+8.2;70
1606;3;1;15;+13.9;70
1607;4;68;15;+20.1;70
1608;5;93;24;+36.7;70
1609;6;145;16;+45.3;70
1610;7;38;24;+54.8;70
1611;8;27;43;+69.5;70
1612;9;99;43;+71.7;70
1613;10;144;30;+79.6;70
1614;11;83;39;+80.0;70
1615;12;98;16;+84.4;70
1616;13;151;31;+89.2;70
1617;14;66;48;+94.9;70
1618;15;109;48;+96.9;70
1619;16;85;12;+1 круг;70
1620;17;53;12;+1 круг;70
1621;18;36;27;+1 круг;70
1622;19;87;27;+2 круга;70
1623;20;48;20;+2 круга;70
1624;НК;102;20;DNF;70
1625;НК;52;39;DNF;70
1626;НК;103;31;DNF;70
1627;НК;13;30;DNF;70
1628;1;128;37;Победитель;71
1629;2;1;15;+9.4;71
1630;3;124;37;+13.2;71
1631;4;144;30;+13.9;71
1632;5;13;30;+26.2;71
1633;6;68;15;+44.6;71
1634;7;93;24;+45.2;71
1635;8;145;16;+54.9;71
1636;9;38;24;+56.1;71
1637;10;109;48;+74.9;71
1638;11;103;31;+81.6;71
1639;12;98;16;+82.8;71
1640;13;99;43;+86.0;71
1641;14;52;39;+86.4;71
1642;15;27;43;+1 круг;71
1643;16;66;48;+1 круг;71
1644;17;85;12;+1 круг;71
1645;18;53;12;+1 круг;71
1646;19;87;27;+1 круг;71
1647;20;36;27;+2 круга;71
1648;21;48;20;+2 круга;71
1649;22;151;31;DNF;71
1650;НК;102;20;DNF;71
1651;НК;83;39;DNF;71
1652;1;93;24;Победитель;72
1653;2;1;15;+0.8;72
1654;3;128;37;+4.1;72
1655;4;13;30;+7.7;72
1656;5;66;48;+13.0;72
1657;6;52;39;+20.0;72
1658;7;68;15;+22.8;72
1659;8;109;48;+23.5;72
1660;9;98;16;+24.1;72
1661;10;99;43;+27.4;72
1662;11;151;31;+28.0;72
1663;12;27;43;+34.9;72
1664;13;53;12;+47.7;72
1665;14;36;27;+56.4;72
1666;15;83;39;+56.7;72
1667;16;85;12;+64.5;72
1668;17;102;20;+71.7;72
1669;НК;87;27;DNF;72
1670;НК;38;24;DNF;72
1671;НК;124;37;DNF;72
1672;НК;144;30;DNF;72
1673;НК;48;20;DNF;72
1674;НК;103;31;DNF;72
1675;НК;145;16;DNF;72
1676;1;144;30;Победитель;73
1677;2;128;37;+0.6;73
1678;3;1;15;+39.2;73
1679;4;68;15;+46.0;73
1680;5;13;30;+56.4;73
1681;6;93;24;+64.4;73
1682;7;38;24;+70.3;73
1683;8;145;16;+73.7;73
1684;9;66;48;+74.5;73
1685;10;109;48;+75.1;73
1686;11;83;39;+84.3;73
1687;12;99;43;+84.8;73
1688;13;103;31;+85.5;73
1689;14;52;39;+1 круг;73
1690;15;98;16;+1 круг;73
1691;16;151;31;+1 круг;73
1692;17;85;12;+1 круг;73
1693;18;53;12;+1 круг;73
1694;19;36;27;+1 круг;73
1695;20;87;27;+2 круга;73
1696;21;102;20;+2 круга;73
1697;22;48;20;+2 круга;73
1698;НК;124;37;DNF;73
1699;НК;27;43;DNF;73
1700;1;13;30;Победитель;74
1701;2;1;15;+2.7;74
1702;3;68;15;+3.6;74
1703;4;124;37;+4.9;74
1704;5;145;16;+5.7;74
1705;6;128;37;+9.4;74
1706;7;151;31;+11.9;74
1707;8;27;43;+28.6;74
1708;9;52;39;+31.2;74
1709;10;93;24;+1 круг;74
1710;11;85;12;+1 круг;74
1711;12;87;27;+1 круг;74
1712;13;99;43;+1 круг;74
1713;14;53;12;+1 круг;74
1714;15;103;31;+1 круг;74
1715;16;36;27;+1 круг;74
1716;17;102;20;+2 круга;74
1717;18;48;20;+2 круга;74
1718;19;98;16;DNF;74
1719;НК;144;30;DNF;74
1720;НК;38;24;DNF;74
1721;НК;66;48;DNF;74
1722;НК;109;48;DNF;74
1723;НК;83;39;DNF;74
1724;1;93;24;Победитель;75
1725;2;1;15;+12.4;75
1726;3;128;37;+22.3;75
1727;4;68;15;+33.5;75
1728;5;144;31;+45.5;75
1729;6;124;37;+46.8;75
1730;7;117;16;+65.0;75
1731;8;98;16;+68.4;75
1732;9;13;30;+81.6;75
1733;10;38;24;+82.7;75
1734;11;83;30;+83.3;75
1735;12;27;43;+83.8;75
1736;13;39;39;+1 круг;75
1737;14;17;48;+1 круг;75
1738;15;24;27;+1 круг;75
1739;16;87;12;+2 круга;75
1740;17;149;27;+2 круга;75
1741;18;31;12;+2 круга;75
1742;НК;99;43;DNF;75
1743;НК;103;31;DNF;75
1744;НК;66;48;DNF;75
1745;НК;145;39;Не стартовал;75
1746;1;128;37;Победитель;76
1747;2;124;37;+4.2;76
1748;3;144;31;+12.1;76
1749;4;103;31;+12.6;76
1750;5;68;15;+25.6;76
1751;6;38;24;+35.5;76
1752;7;93;24;+48.4;76
1753;8;145;39;+53.0;76
1754;9;83;30;+72.3;76
1755;10;27;43;+87.1;76
1756;11;17;48;+88.6;76
1757;12;39;39;+1 круг;76
1758;13;24;27;+1 круг;76
1759;14;87;12;+1 круг;76
1760;15;31;12;+1 круг;76
1761;16;149;27;+2 круга;76
1762;17;13;30;DNF;76
1763;18;99;43;DNF;76
1764;НК;66;48;DNF;76
1765;НК;117;16;DNF;76
1766;НК;98;16;DNF;76
1767;НК;1;15;DNF;76
1768;1;1;15;Победитель;77
1769;2;93;24;+10.1;77
1770;3;144;31;+12.3;77
1771;4;128;37;+12.5;77
1772;5;13;30;+35.2;77
1773;6;68;15;+40.8;77
