Unnamed: 0;Место;Пилот;Команда;Q1;Q2;Q3;gp_ind
562;7;68;15;1:31.313;1:31.010;1:31.172;26
563;8;12;48;1:31.424;1:31.126;1:31.175;26
564;9;102;39;1:31.533;1:31.327;1:31.274;26
565;10;151;31;1:32.058;1:31.022;1:31.430;26
566;11;117;16;1:31.109;1:31.399;-;26
567;12;52;39;1:31.851;1:31.421;-;26
568;13;145;48;1:32.144;1:31.635;-;26
569;14;13;30;1:31.435;1:31.699;-;26
570;15;61;16;1:32.226;1:31.708;-;26
571;16;85;38;1:31.638;1:31.796;-;26
572;17;23;43;1:31.901;1:32.012;-;26
573;18;3;43;1:32.430;-;-;26
574;19;53;24;1:34.405;-;-;26
575;20;36;47;1:34.775;-;-;26
576;21;122;24;1:34.864;-;-;26
577;22;37;47;1:35.212;-;-;26
578;23;147;20;1:36.576;-;-;26
579;24;157;20;1:36.968;-;-;26
580;1;128;37;1:15.152;1:14.249;1:13.791;27
581;2;1;15;1:14.808;1:14.081;1:13.793;27
582;3;68;15;1:15.216;1:14.478;1:14.290;27
583;4;124;37;1:15.334;1:14.340;1:14.347;27
584;5;13;30;1:15.823;1:14.716;1:14.427;27
585;6;144;30;1:15.505;1:14.488;1:14.566;27
586;7;55;38;1:15.736;1:14.835;1:15.079;27
587;8;12;48;1:16.398;1:14.698;1:15.109;27
588;9;103;31;1:16.178;1:15.018;1:15.179;27
589;10;145;48;1:16.387;1:14.943;1:15.339;27
590;11;151;31;1:16.084;1:15.026;-;27
591;12;52;39;1:15.951;1:15.084;-;27
592;13;85;38;1:16.521;1:15.307;-;27
593;14;117;16;1:16.220;1:15.467;-;27
594;15;102;39;1:16.450;1:15.550;-;27
595;16;3;43;1:16.664;1:15.588;-;27
596;17;23;43;1:16.029;1:15.974;-;27
597;18;122;24;1:17.583;-;-;27
598;19;53;24;1:18.300;-;-;27
599;20;36;47;1:18.343;-;-;27
600;21;109;20;1:18.592;-;-;27
601;22;61;16;1:18.952;-;-;27
602;23;157;20;1:19.844;-;-;27
603;24;37;47;БВ;-;-;27
604;1;128;37;1:20.417;1:19.573;1:18.773;28
605;2;124;37;1:21.132;1:19.531;1:19.184;28
606;3;1;15;1:21.278;1:20.237;1:19.987;28
607;4;68;15;1:21.299;1:20.857;1:20.331;28
608;5;144;30;1:21.455;1:20.877;1:20.499;28
609;6;103;31;1:21.212;1:20.811;1:21.082;28
610;7;85;38;1:21.558;1:20.797;1:21.229;28
611;8;55;38;1:21.159;1:20.867;1:21.328;28
612;9;102;39;1:21.891;1:21.273;1:21.411;28
613;10;145;48;1:21.598;1:21.275;1:21.710;28
614;11;13;30;1:21.422;1:21.292;-;28
615;12;12;48;1:21.478;1:21.331;-;28
616;13;117;16;1:22.080;1:21.517;-;28
617;14;151;31;1:21.840;1:21.630;-;28
618;15;23;43;1:21.982;1:21.897;-;28
619;16;61;16;1:21.789;1:21.927;-;28
620;17;3;43;1:21.978;1:21.998;-;28
621;18;52;39;1:22.222;-;-;28
622;19;36;47;1:24.050;-;-;28
623;20;53;24;1:24.120;-;-;28
624;21;122;24;1:24.199;-;-;28
625;22;37;47;1:25.118;-;-;28
626;23;109;20;1:26.391;-;-;28
627;24;157;20;1:26.453;-;-;28
628;1;124;37;1:57.352;1:47.253;1:45.778;29
629;2;144;30;1:56.706;1:46.211;1:45.863;29
630;3;55;38;1:56.041;1:47.320;1:46.100;29
631;4;128;37;1:58.487;1:47.245;1:46.127;29
632;5;13;30;1:57.981;1:46.790;1:46.206;29
633;6;68;15;1:58.323;1:47.322;1:46.314;29
634;7;12;48;1:55.757;1:47.797;1:46.602;29
635;8;117;16;1:58.730;1:47.292;1:46.659;29
636;9;145;48;1:55.442;1:47.821;1:47.053;29
637;10;1;15;1:57.023;1:47.544;1:47.441;29
638;11;151;31;1:56.313;1:47.874;-;29
639;12;103;31;1:54.826;1:47.885;-;29
640;13;3;43;1:58.944;1:48.267;-;29
641;14;61;16;2:01.102;1:48.680;-;29
642;15;23;43;2:00.386;1:49.209;-;29
643;16;53;24;2:01.343;1:50.980;-;29
644;17;36;47;2:01.316;1:52.049;-;29
645;18;122;24;2:01.491;-;-;29
646;19;52;39;2:02.284;-;-;29
647;20;109;20;2:03.612;-;-;29
648;21;157;20;2:03.941;-;-;29
649;22;102;39;2:05.294;-;-;29
650;23;37;47;2:18.754;-;-;29
651;24;85;38;БВ;-;-;29
652;1;1;15;1:22.646;1:22.297;1:21.962;30
653;2;13;30;1:23.085;1:22.354;1:22.084;30
654;3;68;15;1:22.421;1:22.610;1:22.293;30
655;4;124;37;1:23.431;1:22.706;1:22.433;30
656;5;144;30;1:22.830;1:22.394;1:22.623;30
657;6;128;37;1:23.235;1:22.701;1:22.675;30
658;7;103;31;1:23.529;1:23.055;1:23.027;30
659;8;145;48;1:23.516;1:22.989;1:23.037;30
660;9;55;38;1:23.234;1:22.880;1:23.039;30
661;10;12;48;1:23.695;1:23.142;1:23.328;30
662;11;117;16;1:23.493;1:23.199;-;30
663;12;151;31;1:23.840;1:23.388;-;30
664;13;52;39;1:24.273;1:23.659;-;30
665;14;23;43;1:23.744;1:23.681;-;30
666;15;85;38;1:24.086;1:23.819;-;30
667;16;3;43;1:24.083;1:23.919;-;30
668;17;102;39;1:24.442;1:24.044;-;30
669;18;122;24;1:25.540;-;-;30
670;19;53;24;1:25.742;-;-;30
671;20;61;16;1:25.774;-;-;30
672;21;36;47;1:25.934;-;-;30
673;22;37;47;1:25.974;-;-;30
674;23;109;20;1:26.874;-;-;30
675;24;157;20;1:27.020;-;-;30
676;1;1;15;1:46.541;1:45.809;1:45.390;31
677;2;128;37;1:46.960;1:45.561;1:45.457;31
678;3;144;30;1:48.296;1:46.042;1:45.571;31
679;4;13;30;1:48.032;1:46.490;1:45.944;31
680;5;124;37;1:47.088;1:45.908;1:45.977;31
681;6;12;48;1:48.183;1:47.019;1:46.236;31
682;7;103;31;1:48.554;1:46.783;1:46.443;31
683;8;55;38;1:47.657;1:46.949;1:46.593;31
684;9;151;31;1:48.425;1:47.160;1:46.702;31
685;10;52;39;1:48.908;1:47.599;1:47.884;31
686;11;3;43;1:48.127;1:47.666;-;31
687;12;145;48;1:47.984;1:47.674;-;31
688;13;85;38;1:48.906;1:48.165;-;31
689;14;23;43;1:49.063;1:48.502;-;31
690;15;133;39;1:48.696;1:48.557;-;31
691;16;117;16;1:48.496;1:48.899;-;31
692;17;61;16;1:48.988;1:48.961;-;31
693;18;36;47;1:50.721;-;-;31
694;19;53;24;1:50.915;-;-;31
695;20;37;47;1:51.107;-;-;31
696;21;122;24;1:51.641;-;-;31
697;22;51;20;1:52.946;-;-;31
698;23;109;20;1:54.174;-;-;31
699;24;68;15;БВ;-;-;31
700;1;128;37;1:32.035;1:31.184;1:30.785;32
701;2;124;37;1:32.476;1:31.241;1:30.853;32
702;3;144;30;1:32.809;1:31.523;1:31.169;32
703;4;55;38;1:32.808;1:32.042;1:31.231;32
704;5;1;15;1:32.555;1:31.819;1:31.352;32
705;6;13;30;1:32.636;1:31.763;1:31.378;32
706;7;103;31;1:32.238;1:31.886;1:31.494;32
707;8;12;48;1:32.361;1:31.874;1:31.535;32
708;9;145;48;1:32.211;1:31.926;1:31.559;32
709;10;151;31;1:32.513;1:32.073;1:31.846;32
710;11;133;39;1:33.011;1:32.187;-;32
711;12;68;15;1:32.721;1:32.321;-;32
712;13;85;38;1:32.849;1:32.422;-;32
713;14;52;39;1:32.783;1:32.427;-;32
714;15;117;16;1:33.186;1:32.659;-;32
715;16;3;43;1:33.471;1:33.071;-;32
716;17;61;16;1:33.216;1:33.154;-;32
717;18;23;43;1:33.568;-;-;32
718;19;122;24;1:35.346;-;-;32
719;20;53;24;1:35.464;-;-;32
720;21;37;47;1:36.265;-;-;32
721;22;36;47;1:36.332;-;-;32
722;23;109;20;1:37.270;-;-;32
723;24;157;20;1:37.365;-;-;32
724;1;128;37;1:37.123;1:36.074;1:35.585;33
725;2;124;37;1:37.373;1:36.039;1:35.659;33
726;3;1;15;1:37.144;1:36.287;1:35.766;33
727;4;144;30;1:37.113;1:36.197;1:36.062;33
728;5;103;31;1:37.708;1:36.791;1:36.535;33
729;6;68;15;1:37.515;1:36.169;1:36.571;33
730;7;13;30;1:38.123;1:37.064;1:36.731;33
731;8;55;38;1:37.703;1:37.179;1:36.824;33
732;9;151;31;1:37.980;1:37.077;1:36.950;33
733;10;12;48;1:38.257;1:37.511;1:36.998;33
734;11;145;48;1:38.115;1:37.620;-;33
735;12;52;39;1:38.429;1:37.643;-;33
736;13;133;39;1:38.171;1:37.715;-;33
737;14;117;16;1:38.572;1:37.783;-;33
738;15;85;38;1:38.174;1:37.799;-;33
739;16;3;43;1:38.583;1:37.853;-;33
740;17;23;43;1:38.621;1:38.594;-;33
741;18;61;16;1:38.955;-;-;33
742;19;122;24;1:40.521;-;-;33
743;20;36;47;1:40.748;-;-;33
744;21;53;24;1:41.768;-;-;33
745;22;37;47;1:42.325;-;-;33
746;23;157;20;1:42.444;-;-;33
747;24;109;20;1:43.283;-;-;33
748;1;145;48;1:20.050;1:19.144;1:14.470;34
749;2;128;37;1:19.160;1:18.691;1:15.519;34
750;3;124;37;1:19.025;1:18.516;1:15.637;34
751;4;144;30;1:19.931;1:18.921;1:15.747;34
752;5;1;15;1:19.987;1:19.010;1:15.989;34
753;6;12;48;1:19.799;1:18.925;1:16.203;34
754;7;55;38;1:19.249;1:18.877;1:16.552;34
755;8;151;31;1:19.879;1:18.923;1:16.925;34
756;9;68;15;1:19.778;1:19.200;1:17.101;34
757;10;85;38;1:20.189;1:19.153;1:17.656;34
758;11;13;30;1:19.905;1:19.928;-;34
759;12;52;39;1:19.741;1:19.385;-;34
760;13;103;31;1:20.153;1:19.486;-;34
761;14;3;43;1:20.158;1:19.581;-;34
762;15;23;43;1:20.096;1:19.847;-;34
763;16;133;39;1:20.174;1:19.899;-;34
764;17;61;16;1:20.592;1:20.357;-;34
765;18;117;16;1:20.830;-;-;34
766;19;36;47;1:22.130;-;-;34
767;20;122;24;1:22.250;-;-;34
768;21;53;24;1:22.378;-;-;34
769;22;37;47;1:22.810;-;-;34
770;23;51;20;1:23.083;-;-;34
771;24;109;20;1:23.796;-;-;34
772;1;128;37;1:40.318;1:39.874;1:39.394;35
773;2;144;30;1:40.335;1:40.119;1:39.425;35
774;3;1;15;1:40.170;1:40.311;1:39.792;35
775;4;13;30;1:40.877;1:40.014;1:39.823;35
776;5;124;37;1:40.690;1:40.074;1:39.925;35
777;6;68;15;1:40.942;1:40.323;1:40.202;35
778;7;12;48;1:40.904;1:40.476;1:40.203;35
779;8;151;31;1:41.222;1:40.452;1:40.516;35
780;9;103;31;1:40.231;1:40.060;1:40.589;35
781;10;85;38;1:41.018;1:40.658;1:40.901;35
782;11;55;38;1:41.336;1:40.780;-;35
783;12;52;39;1:41.045;1:40.783;-;35
784;13;117;16;1:41.473;1:40.914;-;35
785;14;133;39;1:41.409;1:41.113;-;35
786;15;145;48;1:41.015;1:41.418;-;35
787;16;61;16;1:41.681;1:41.642;-;35
788;17;3;43;1:41.707;1:41.738;-;35
789;18;23;43;1:41.824;-;-;35
790;19;122;24;1:43.516;-;-;35
791;20;53;24;1:43.712;-;-;35
792;21;36;47;1:44.095;-;-;35
793;22;37;47;1:44.510;-;-;35
794;23;109;20;1:45.085;-;-;35
795;24;51;20;1:45.296;-;-;35
796;1;128;37;1:25.296;1:24.090;1:23.529;36
797;2;144;30;1:25.384;1:24.595;1:24.307;36
798;3;124;37;1:25.900;1:24.658;1:24.395;36
799;4;13;30;1:25.886;1:24.957;1:24.779;36
800;5;1;15;1:25.707;1:25.242;1:24.974;36
801;6;85;38;1:25.543;1:25.582;1:25.247;36
802;7;103;31;1:25.856;1:25.606;1:25.421;36
803;8;68;15;1:26.031;1:25.611;1:25.599;36
804;9;52;39;1:25.717;1:25.405;1:25.626;36
805;10;23;43;1:26.232;1:25.882;1:27.066;36
806;11;151;31;1:25.962;1:25.971;-;36
807;12;3;43;1:26.620;1:26.103;-;36
808;13;83;39;1:25.812;1:26.108;-;36
809;14;98;16;1:27.222;1:26.739;-;36
810;15;66;48;1:26.298;1:26.768;-;36
811;16;117;16;1:26.245;1:31.407;-;36
812;17;12;48;1:26.270;БВ;-;36
813;18;133;38;1:27.239;-;-;36
814;19;53;24;1:29.254;-;-;36
815;20;122;24;1:29.342;-;-;36
816;21;36;27;1:29.858;-;-;36
817;22;4;27;1:30.822;-;-;36
818;23;61;20;1:32.978;-;-;36
819;24;48;20;1:34.293;-;-;36
820;1;128;37;1:37.468;1:35.934;1:34.870;37
821;2;144;30;1:36.861;1:35.852;1:34.974;37
822;3;124;37;1:37.924;1:36.080;1:35.179;37
823;4;13;30;1:37.033;1:35.559;1:35.200;37
824;5;1;15;1:36.897;1:36.320;1:35.802;37
825;6;133;38;1:37.224;1:36.811;1:36.124;37
826;7;68;15;1:36.744;1:36.557;1:36.251;37
827;8;85;38;1:37.210;1:36.642;1:36.324;37
828;9;103;31;1:37.316;1:36.388;1:36.809;37
829;10;52;39;1:36.994;1:36.691;1:36.820;37
830;11;151;31;1:36.904;1:37.035;-;37
831;12;23;43;1:37.693;1:37.160;-;37
832;13;3;43;1:37.677;1:37.347;-;37
833;14;98;16;1:38.045;1:37.370;-;37
834;15;12;48;1:38.163;1:37.496;-;37
835;16;83;39;1:37.759;1:37.528;-;37
836;17;117;16;1:37.693;1:37.593;-;37
837;18;66;48;1:38.276;-;-;37
838;19;53;24;1:38.645;-;-;37
839;20;122;24;1:38.791;-;-;37
840;21;36;27;1:40.648;-;-;37
841;22;4;27;1:41.001;-;-;37
842;23;61;20;1:41.549;-;-;37
843;24;48;20;1:42.574;-;-;37
844;1;128;37;1:35.674;1:34.776;1:33.706;38
845;2;13;30;1:35.924;1:34.662;1:34.421;38
846;3;144;30;1:36.091;1:34.486;1:34.463;38
847;4;103;31;1:35.272;1:35.850;1:34.670;38
848;5;1;15;1:35.389;1:35.165;1:35.119;38
849;6;68;15;1:35.478;1:35.437;1:35.145;38
850;7;3;43;1:36.133;1:35.563;1:36.158;38
851;8;98;16;1:35.702;1:35.858;1:36.190;38
852;9;23;43;1:36.110;1:35.500;1:36.203;38
853;10;85;38;1:35.370;1:35.149;БВ;38
854;11;117;16;1:36.092;1:35.874;-;38
855;12;83;39;1:36.046;1:36.053;-;38
856;13;52;39;1:36.147;1:36.236;-;38
857;14;151;31;1:35.508;1:36.457;-;38
858;15;12;48;1:35.911;1:36.465;-;38
859;16;133;38;1:35.910;1:36.611;-;38
860;17;66;48;1:36.121;1:36.956;-;38
861;18;124;37;1:36.468;-;-;38
862;19;53;24;1:37.894;-;-;38
863;20;122;24;1:38.318;-;-;38
864;21;4;27;1:39.119;-;-;38
865;22;36;27;1:39.708;-;-;38
866;23;61;20;1:40.212;-;-;38
867;24;48;20;1:40.445;-;-;38
868;1;128;37;1:27.039;1:25.610;1:25.049;39
869;2;124;37;1:27.090;1:26.075;1:25.454;39
870;3;103;31;1:27.514;1:25.801;1:25.574;39
871;4;144;30;1:27.091;1:26.066;1:25.595;39
872;5;1;15;1:27.349;1:26.152;1:25.851;39
873;6;13;30;1:27.374;1:26.485;1:25.982;39
874;7;85;38;1:27.475;1:26.654;1:26.296;39
875;8;151;31;1:27.697;1:26.121;1:26.646;39
876;9;133;38;1:27.901;1:26.740;1:26.659;39
877;10;68;15;1:27.013;1:26.395;БВ;39
878;11;12;48;1:28.246;1:26.764;-;39
879;12;117;16;1:27.392;1:27.027;-;39
880;13;98;16;1:27.625;1:27.145;-;39
881;14;66;48;1:27.396;1:27.236;-;39
882;15;83;39;1:27.778;1:27.244;-;39
883;16;23;43;1:27.620;1:27.255;-;39
884;17;3;43;1:28.055;1:27.572;-;39
885;18;53;24;1:28.780;-;-;39
886;19;122;24;1:29.673;-;-;39
887;20;4;27;1:30.445;-;-;39
888;21;61;20;1:30.692;-;-;39
889;22;36;27;1:30.813;-;-;39
890;23;48;20;1:31.564;-;-;39
891;24;52;39;БВ;-;-;39
892;1;124;37;1:23.619;1:21.773;1:20.981;40
893;2;128;37;1:24.142;1:21.540;1:21.181;40
894;3;144;30;1:24.370;1:22.148;1:21.961;40
895;4;1;15;1:23.485;1:22.813;1:21.964;40
896;5;13;30;1:24.428;1:22.050;1:21.996;40
897;6;85;38;1:23.069;1:22.948;1:22.471;40
898;7;103;31;1:23.507;1:22.569;1:22.599;40
899;8;68;15;1:23.506;1:23.026;1:22.888;40
900;9;66;48;1:23.406;1:22.854;1:22.952;40
901;10;151;31;1:22.960;1:22.671;БВ;40
902;11;23;43;1:23.;1:23.231;-;40
903;12;83;39;1:24.;1:23.367;-;40
904;13;3;43;1:24.;1:23.694;-;40
905;14;52;39;1:23.;1:23.702;-;40
906;15;53;24;1:24.;1:25.403;-;40
907;16;98;16;1:24.;1:26.126;-;40
908;17;117;16;1:24.;1:26.571;-;40
909;18;122;24;1:26.521;-;-;40
910;19;12;48;1:26.910;-;-;40
911;20;36;27;1:27.315;-;-;40
912;21;61;20;1:27.809;-;-;40
913;22;48;20;1:28.009;-;-;40
914;23;4;27;1:28.556;-;-;40
915;24;133;38;БВ;-;-;40
916;1;128;37;1:15.606;1:14.277;1:13.556;41
917;2;13;30;1:15.397;1:14.545;1:13.997;41
918;3;124;37;1:16.087;1:14.742;1:14.019;41
919;4;1;15;1:16.051;1:14.569;1:14.483;41
920;5;151;31;1:16.092;1:14.981;1:14.682;41
921;6;68;15;1:16.309;1:14.648;1:14.877;41
922;7;103;31;1:15.858;1:14.741;1:15.766;41
923;8;66;48;1:15.819;1:15.545;1:16.528;41
924;9;144;30;1:15.207;1:14.275;БВ;41
925;10;83;39;1:15.918;1:15.482;БВ;41
926;11;85;38;1:16.378;1:15.815;-;41
927;12;12;48;1:16.616;1:15.826;-;41
928;13;52;39;1:16.513;1:15.973;-;41
929;14;98;16;1:16.813;1:16.118;-;41
930;15;117;16;1:16.600;1:16.121;-;41
931;16;133;38;1:16.681;1:16.214;-;41
932;17;23;43;1:16.358;1:16.300;-;41
933;18;53;24;1:17.343;-;-;41
934;19;122;24;1:17.381;-;-;41
935;20;3;43;1:17.820;-;-;41
936;21;36;27;1:17.914;-;-;41
937;22;4;27;1:18.736;-;-;41
938;23;48;20;БВ;-;-;41
939;24;61;20;БВ;-;-;41
940;1;128;37;1:14.011;1:13.486;1:13.014;42
941;2;1;15;1:13.822;1:13.672;1:13.199;42
942;3;68;15;1:14.026;1:13.431;1:13.217;42
943;4;124;37;1:14.375;1:13.654;1:13.429;42
944;5;144;30;1:14.114;1:13.926;1:13.565;42
945;6;103;31;1:14.920;1:13.950;1:13.814;42
946;7;13;30;1:14.374;1:13.955;1:13.838;42
947;8;151;31;1:14.970;1:14.242;1:13.864;42
948;9;133;38;1:15.096;1:14.467;1:14.062;42
949;10;85;38;1:14.699;1:14.354;1:14.085;42
950;11;98;16;1:14.874;1:14.752;-;42
951;12;66;48;1:15.585;1:15.043;-;42
952;13;52;39;1:15.694;1:15.285;-;42
953;14;117;16;1:14.931;1:15.287;-;42
954;15;23;43;1:15.901;1:15.334;-;42
955;16;12;48;1:15.331;1:15.361;-;42
956;17;102;39;1:16.229;1:15.587;-;42
957;18;3;43;1:16.294;-;-;42
958;19;122;24;1:16.745;-;-;42
959;20;53;24;1:16.786;-;-;42
960;21;61;20;1:18.424;-;-;42
961;22;36;27;1:18.537;-;-;42
962;23;48;20;1:18.574;-;-;42
963;1;128;37;1:39.116;1:37.305;1:36.975;43
964;2;124;37;1:39.956;1:38.058;1:37.163;43
965;3;144;30;1:39.244;1:37.727;1:37.380;43
966;4;1;15;1:39.725;1:37.930;1:37.454;43
967;5;68;15;1:39.413;1:38.566;1:37.535;43
968;6;13;30;1:39.453;1:37.749;1:37.645;43
969;7;103;31;1:39.266;1:38.373;1:38.231;43
970;8;151;31;1:39.198;1:38.365;1:38.240;43
971;9;133;38;1:39.877;1:38.781;БВ;43
972;10;117;16;1:39.329;1:39.034;БВ;43
973;11;85;38;1:39.690;1:39.068;-;43
974;12;98;16;1:39.852;1:39.422;-;43
975;13;12;48;1:39.602;1:39.489;-;43
976;14;52;39;1:40.131;1:39.525;-;43
977;15;66;48;1:39.690;1:39.645;-;43
978;16;83;39;1:39.494;1:39.657;-;43
979;17;23;43;1:39.679;1:39.711;-;43
980;18;3;43;1:40.232;-;-;43
981;19;53;24;1:41.664;-;-;43
982;20;122;24;1:42.234;-;-;43
983;21;36;27;1:42.553;-;-;43
984;22;61;20;1:43.584;-;-;43
985;23;4;27;1:43.735;-;-;43
986;24;48;20;1:44.363;-;-;43
987;1;124;37;1:32.670;1:31.673;1:30.399;44
988;2;128;37;1:32.977;1:32.379;1:30.431;44
989;3;1;15;1:32.986;1:31.727;1:30.516;44
990;4;68;15;1:32.760;1:31.640;1:31.124;44
991;5;13;30;1:34.230;1:32.273;1:31.898;44
992;6;98;16;1:34.472;1:32.569;1:31.929;44
993;7;66;48;1:32.702;1:32.588;1:31.933;44
994;8;52;39;1:34.324;1:32.399;1:32.128;44
995;9;103;31;1:34.186;1:32.295;1:32.209;44
996;10;144;30;1:33.581;1:32.505;1:32.376;44
997;11;117;16;1:34.454;1:32.617;-;44
998;12;83;39;1:34.145;1:32.624;-;44
999;13;151;31;1:34.160;1:32.656;-;44
1000;14;85;38;1:34.428;1:32.734;-;44
1001;15;12;48;1:33.532;1:33.119;-;44
1002;16;133;38;1:35.132;1:33.805;-;44
1003;17;53;24;1:34.923;1:34.821;-;44
1004;18;3;43;1:35.245;-;-;44
1005;19;23;43;1:35.749;-;-;44
1006;20;36;27;1:36.203;-;-;44
1007;21;122;24;1:36.456;-;-;44
1008;22;4;27;1:37.154;-;-;44
1009;23;61;20;1:37.484;-;-;44
1010;24;99;20;1:38.059;-;-;44
1011;1;124;37;1:33.096;1:31.311;1:30.079;45
1012;2;144;30;1:32.934;1:30.998;1:30.134;45
1013;3;128;37;1:32.973;1:31.017;1:30.216;45
1014;4;1;15;1:32.916;1:31.150;1:30.442;45
1015;5;68;15;1:31.826;1:31.582;1:30.910;45
1016;6;103;31;1:32.785;1:31.343;1:31.263;45
1017;7;13;30;1:33.224;1:31.532;1:31.288;45
1018;8;117;16;1:32.286;1:31.809;1:32.010;45
1019;9;85;38;1:33.187;1:31.985;1:32.187;45
1020;10;151;31;1:32.603;1:32.180;1:32.482;45
1021;11;133;38;1:32.505;1:32.215;-;45
1022;12;98;16;1:32.651;1:32.560;-;45
1023;13;66;48;1:33.003;1:32.635;-;45
1024;14;12;48;1:33.664;1:33.043;-;45
1025;15;83;39;1:33.295;1:33.176;-;45
1026;16;23;43;1:33.635;1:33.546;-;45
1027;17;3;43;1:33.658;1:33.698;-;45
1028;18;52;39;1:33.786;-;-;45
1029;19;53;24;1:35.599;-;-;45
1030;20;36;27;1:36.400;-;-;45
1031;21;147;24;1:36.422;-;-;45
1032;22;4;27;1:36.641;-;-;45
1033;23;61;20;1:37.011;-;-;45
1034;24;99;20;1:37.036;-;-;45
1035;1;128;37;1:21.740;1:21.095;1:19.815;46
1036;2;144;30;1:21.636;1:21.105;1:19.978;46
1037;3;13;30;1:22.038;1:20.578;1:20.024;46
1038;4;68;15;1:22.130;1:21.099;1:20.350;46
1039;5;1;15;1:21.578;1:20.262;1:20.365;46
1040;6;124;37;1:22.208;1:20.890;1:20.474;46
1041;7;103;31;1:22.996;1:21.243;1:20.098;46
1042;8;117;16;1:22.237;1:22.000;1:21.445;46
1043;9;151;31;1:22.876;1:21.852;1:21.907;46
1044;10;83;39;1:23.067;1:22.157;БВ;46
1045;11;98;16;1:22.976;1:22.256;-;46
1046;12;85;38;1:23.070;1:22.284;-;46
1047;13;52;39;1:23.278;1:22.435;-;46
1048;14;133;38;1:23.024;1:22.470;-;46
1049;15;12;48;1:23.075;1:22.684;-;46
1050;16;3;43;1:23.285;1:22.979;-;46
1051;17;66;48;1:23.847;БВ;-;46
1052;18;23;43;1:24.070;-;-;46
1053;19;53;24;1:24.362;-;-;46
1054;20;122;24;1:24.534;-;-;46
1055;21;36;27;1:26.294;-;-;46
1056;22;61;20;1:26.323;-;-;46
1057;23;99;20;1:26.479;-;-;46
1058;24;4;27;1:26.510;-;-;46
1059;1;128;37;2:03.029;2:03.317;1:48.298;47
1060;2;144;30;2:03.008;2:02.823;1:48.730;47
1061;3;124;37;2:02.827;2:03.302;1:49.376;47
1062;4;68;15;2:05.834;2:04.507;1:50.256;47
1063;5;103;31;2:05.091;2:03.723;1:50.552;47
1064;6;3;43;2:05.419;2:04.561;1:50.773;47
1065;7;109;38;2:05.047;2:04.452;1:51.121;47
1066;8;1;15;2:04.450;2:02.768;1:51.251;47
1067;9;83;39;2:06.284;2:04.625;1:51.374;47
1068;10;85;38;2:05.292;2:03.466;1:52.303;47
1069;11;23;43;2:04.744;2:04.692;-;47
1070;12;52;39;2:07.194;2:04.757;-;47
1071;13;13;30;2:01.813;2:05.150;-;47
1072;14;12;48;2:05.720;2:07.349;-;47
1073;15;117;16;2:06.000;2:07.777;-;47
1074;16;66;48;2:05.621;2:08.106;-;47
1075;17;53;24;2:06.780;2:08.354;-;47
1076;18;98;16;2:07.758;-;-;47
1077;19;122;24;2:08.773;-;-;47
1078;20;36;27;2:09.566;-;-;47
1079;1;128;37;1:24.002;1:22.914;1:22.275;48
1080;2;144;30;1:23.976;1:23.172;1:22.725;48
1081;3;13;30;1:24.013;1:23.031;1:22.777;48
1082;4;1;15;1:24.134;1:23.342;1:22.841;48
1083;5;124;37;1:24.148;1:23.387;1:22.972;48
1084;6;68;15;1:24.523;1:23.681;1:23.188;48
1085;7;85;38;1:24.486;1:23.741;1:23.530;48
1086;8;151;31;1:25.108;1:23.671;1:23.777;48
1087;9;103;31;1:24.550;1:23.335;1:24.477;48
1088;10;109;38;1:24.914;1:24.157;БВ;48
1089;11;98;16;1:24.574;1:24.163;-;48
1090;12;117;16;1:24.595;1:24.209;-;48
1091;13;12;48;1:24.975;1:24.648;-;48
1092;14;66;48;1:24.798;1:24.726;-;48
1093;15;83;39;1:25.113;1:24.845;-;48
1094;16;23;43;1:25.164;1:24.932;-;48
1095;17;52;39;1:24.879;1:25.065;-;48
1096;18;3;43;1:25.334;-;-;48
1097;19;122;24;1:26.647;-;-;48
1098;20;53;24;1:27.184;-;-;48
1099;21;36;27;1:27.591;-;-;48
1100;22;4;27;1:27.609;-;-;48
1101;23;99;20;1:28.054;-;-;48
1102;24;61;20;1:28.231;-;-;48
1103;1;128;37;1:46.397;1:44.931;1:44.381;49
1104;2;124;37;1:47.332;1:45.651;1:44.732;49
1105;3;13;30;1:46.956;1:45.472;1:44.804;49
1106;4;144;30;1:47.014;1:46.829;1:44.809;49
1107;5;1;15;1:47.054;1:45.779;1:44.874;49
1108;6;68;15;1:47.945;1:45.955;1:45.800;49
1109;7;103;31;1:47.688;1:46.405;1:46.013;49
1110;8;151;31;1:48.819;1:46.043;БВ;49
1111;9;117;16;1:47.952;1:47.093;БВ;49
1112;10;98;16;1:48.022;1:47.486;БВ;49
1113;11;83;39;1:47.717;1:47.616;-;49
1114;12;12;48;1:48.061;1:48.082;-;49
1115;13;66;48;1:49.710;1:48.270;-;49
1116;14;23;43;1:48.753;1:48.634;-;49
1117;15;109;38;1:48.861;1:48.662;-;49
1118;16;3;43;1:49.588;1:49.862;-;49
1119;17;52;39;1:48.054;БВ;-;49
1120;18;85;38;1:49.835;-;-;49
1121;19;53;24;1:50.948;-;-;49
1122;20;122;24;1:51.012;-;-;49
1123;21;36;27;1:52.154;-;-;49
1124;22;4;27;1:52.363;-;-;49
1125;23;99;20;1:52.404;-;-;49
1126;24;61;20;1:52.810;-;-;49
1127;1;128;37;1:33.051;1:31.424;1:30.466;50
